# Deployment Sim 5 (Up to date)
# 1977 data points written for 4 variables.
# Simulation warnings:
#   No recovery device defined in the simulation.
#
# Time (s),Altitude (m),Vertical acceleration (m/s²),Dynamic Pressure (mbar)
# Event IGNITION occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,8.092e-5,1.619,1.623e-6
0.02,8.889e-4,12.924,1.31e-4
0.03,0.003,12.929,4.675e-4
0.04,0.006,12.933,0.001
0.05,0.011,12.937,0.002
0.06,0.017,12.942,0.003
# Event LIFTOFF occurred at t=0.07 seconds
0.07,0.024,12.946,0.004
0.08,0.033,12.95,0.005
0.09,0.043,12.955,0.007
0.1,0.054,12.959,0.009
0.11,0.066,12.963,0.011
0.12,0.08,12.968,0.013
0.13,0.095,12.972,0.015
0.14,0.112,12.976,0.018
0.15,0.129,12.98,0.021
0.16,0.148,12.985,0.024
0.17,0.168,12.989,0.027
0.18,0.19,12.993,0.031
0.19,0.213,12.997,0.034
0.2,0.237,13.002,0.038
0.21,0.262,13.006,0.042
0.22,0.289,13.01,0.046
0.23,0.317,13.014,0.051
0.24,0.346,13.018,0.056
0.25,0.377,13.023,0.061
0.26,0.409,13.027,0.066
0.27,0.442,13.031,0.071
0.28,0.477,13.035,0.077
0.29,0.513,13.039,0.083
0.3,0.55,13.044,0.089
0.31,0.588,13.048,0.095
0.32,0.628,13.052,0.101
0.33,0.669,13.056,0.108
0.34,0.711,13.06,0.115
0.35,0.755,13.064,0.122
0.36,0.8,13.068,0.129
0.37,0.846,13.073,0.137
0.38,0.894,13.077,0.144
0.39,0.943,13.081,0.152
0.4,0.993,13.085,0.16
0.41,1.045,13.089,0.169
0.42,1.098,13.093,0.177
0.43,1.152,13.097,0.186
0.44,1.207,13.101,0.195
0.45,1.264,13.105,0.204
0.46,1.322,13.109,0.214
0.47,1.381,13.113,0.223
0.48,1.442,13.117,0.233
0.49,1.504,13.121,0.243
0.5,1.567,13.125,0.254
0.51,1.632,13.129,0.264
0.52,1.698,13.133,0.275
0.53,1.765,13.138,0.286
0.54,1.834,13.142,0.297
0.55,1.904,13.146,0.308
0.56,1.975,13.15,0.32
0.57,2.047,13.154,0.332
0.58,2.121,13.158,0.344
0.59,2.196,13.162,0.356
0.6,2.273,13.166,0.368
0.61,2.351,13.17,0.381
0.62,2.43,13.174,0.394
0.63,2.51,13.178,0.407
0.64,2.592,13.182,0.421
0.65,2.675,13.186,0.434
0.66,2.759,13.19,0.448
0.67,2.845,13.194,0.462
0.68,2.932,13.198,0.476
0.69,3.02,13.201,0.491
0.7,3.11,13.205,0.505
0.71,3.201,13.209,0.52
0.72,3.293,13.213,0.535
0.73,3.387,13.217,0.551
0.74,3.482,13.221,0.566
0.75,3.578,13.225,0.582
0.76,3.676,13.229,0.598
0.77,3.775,13.233,0.614
0.78,3.875,13.237,0.63
0.79,3.976,13.241,0.647
0.8,4.079,13.245,0.664
0.81,4.183,13.249,0.681
0.82,4.289,13.253,0.698
0.83,4.396,13.257,0.716
0.84,4.504,13.261,0.734
0.85,4.614,13.265,0.752
0.86,4.724,13.269,0.77
0.87,4.837,13.273,0.788
0.88,4.95,13.276,0.807
0.89,5.065,13.28,0.826
0.9,5.181,13.284,0.845
0.91,5.298,13.288,0.864
0.92,5.417,13.292,0.884
0.93,5.537,13.296,0.904
0.94,5.659,13.3,0.924
0.95,5.782,13.304,0.944
0.96,5.906,13.308,0.964
0.97,6.031,13.311,0.985
0.98,6.158,13.315,1.006
0.99,6.286,13.319,1.027
1,6.415,13.323,1.048
1.01,6.546,13.327,1.07
1.02,6.678,13.331,1.092
1.03,6.812,13.335,1.114
1.04,6.947,13.339,1.136
1.05,7.083,13.343,1.158
1.06,7.22,13.347,1.181
1.07,7.359,13.351,1.204
1.08,7.499,13.354,1.227
1.09,7.64,13.358,1.25
1.1,7.783,13.362,1.274
1.11,7.927,13.366,1.298
1.12,8.073,13.37,1.322
1.13,8.22,13.374,1.346
1.14,8.368,13.378,1.371
1.15,8.517,13.382,1.395
1.16,8.668,13.386,1.42
1.17,8.82,13.39,1.446
1.18,8.974,13.393,1.471
1.19,9.128,13.397,1.497
