# Deployment Sim 7 (Up to date)
# 1929 data points written for 4 variables.
# Simulation warnings:
#   No recovery device defined in the simulation.
#
# Time (s),Altitude (m),Vertical acceleration (m/s²),Dynamic Pressure (mbar)
# Event IGNITION occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,8.474e-5,1.696,1.815e-6
0.02,8.987e-4,12.892,1.344e-4
0.03,0.003,12.897,4.77e-4
0.04,0.006,12.901,0.001
0.05,0.011,12.905,0.002
0.06,0.017,12.91,0.003
# Event LIFTOFF occurred at t=0.07 seconds
0.07,0.024,12.914,0.004
0.08,0.033,12.918,0.005
0.09,0.043,12.922,0.007
0.1,0.054,12.927,0.009
0.11,0.066,12.931,0.011
0.12,0.08,12.935,0.013
0.13,0.095,12.94,0.016
0.14,0.111,12.944,0.018
0.15,0.129,12.948,0.021
0.16,0.148,12.952,0.024
0.17,0.168,12.957,0.027
0.18,0.19,12.961,0.031
0.19,0.212,12.965,0.035
0.2,0.236,12.969,0.039
0.21,0.262,12.973,0.043
0.22,0.288,12.978,0.047
0.23,0.316,12.982,0.052
0.24,0.346,12.986,0.057
0.25,0.376,12.99,0.062
0.26,0.408,12.994,0.067
0.27,0.441,12.998,0.072
0.28,0.476,13.003,0.078
0.29,0.512,13.007,0.084
0.3,0.549,13.011,0.09
0.31,0.587,13.015,0.096
0.32,0.627,13.019,0.103
0.33,0.668,13.023,0.109
0.34,0.71,13.027,0.116
0.35,0.754,13.031,0.124
0.36,0.798,13.035,0.131
0.37,0.845,13.039,0.139
0.38,0.892,13.044,0.146
0.39,0.941,13.048,0.154
0.4,0.991,13.052,0.163
0.41,1.042,13.056,0.171
0.42,1.095,13.06,0.18
0.43,1.149,13.064,0.189
0.44,1.205,13.068,0.198
0.45,1.261,13.072,0.207
0.46,1.319,13.076,0.217
0.47,1.378,13.08,0.227
0.48,1.439,13.084,0.237
0.49,1.501,13.088,0.247
0.5,1.564,13.092,0.257
0.51,1.628,13.096,0.268
0.52,1.694,13.1,0.279
0.53,1.761,13.104,0.29
0.54,1.83,13.108,0.301
0.55,1.899,13.112,0.313
0.56,1.97,13.116,0.325
0.57,2.043,13.12,0.337
0.58,2.116,13.124,0.349
0.59,2.191,13.128,0.361
0.6,2.268,13.132,0.374
0.61,2.345,13.136,0.387
0.62,2.424,13.14,0.4
0.63,2.504,13.144,0.413
0.64,2.586,13.148,0.427
0.65,2.669,13.152,0.44
0.66,2.753,13.156,0.454
0.67,2.839,13.16,0.469
0.68,2.925,13.164,0.483
0.69,3.013,13.168,0.498
0.7,3.103,13.172,0.513
0.71,3.194,13.176,0.528
0.72,3.286,13.179,0.543
0.73,3.379,13.183,0.558
0.74,3.474,13.187,0.574
0.75,3.57,13.191,0.59
0.76,3.667,13.195,0.606
0.77,3.766,13.199,0.623
0.78,3.866,13.203,0.64
0.79,3.967,13.207,0.656
0.8,4.07,13.211,0.674
0.81,4.174,13.215,0.691
0.82,4.279,13.219,0.708
0.83,4.385,13.223,0.726
0.84,4.493,13.226,0.744
0.85,4.603,13.23,0.762
0.86,4.713,13.234,0.781
0.87,4.825,13.238,0.8
0.88,4.938,13.242,0.819
